,asin,product name,ratings,reviews,helpful,date,Unnamed: 6,target,text
50,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,1,"

  I almost always read reviews before making a purchase, but I didn't this time because this was exactly what I knew I wanted: a complete set of all eight Harry Potter movies with minimal packaging. I never imagined that I'd receive a box full of obviously pirated discs, most of which were unwatchable. The sound quality is terrible - we had to turn the TV up way higher than we normally do. The picture is low-resolution, and darker and dimmer than than it should be. Five of the eight discs are covered in scratches and unplayable. I can't believe, with almost 2,200 negative reviews, that Amazon lets this ""AGAWAM ENTERPRISES, LLC"" continue selling discs that are obviously illegal copies burned on someone's computer.

",5,23-Sep-18,,n,"

  I almost always read reviews before making a purchase, but I didn't this time because this was exactly what I knew I wanted: a complete set of all eight Harry Potter movies with minimal packaging. I never imagined that I'd receive a box full of obviously pirated discs, most of which were unwatchable. The sound quality is terrible - we had to turn the TV up way higher than we normally do. The picture is low-resolution, and darker and dimmer than than it should be. Five of the eight discs are covered in scratches and unplayable. I can't believe, with almost 2,200 negative reviews, that Amazon lets this ""AGAWAM ENTERPRISES, LLC"" continue selling discs that are obviously illegal copies burned on someone's computer.

"
51,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,4,"

  I purchased this disk set during Prime Day and haven't gotten around to watching it until last week.  When I got to disk 4 I noticed it was a little thicker than normal and my bluray player gave me an error.  Upon further inspection I realized there was a manufacturing quality defect, and the disk had 2 disks fused together.  As you can see in the picture, the disk had a second clear disk attached to it and the movie was burned to the clear disk and not the real disk.Unfortunately, because I didn't watch it within the return window, I couldn't get a replacement disk.  However, Amazon customer service still gave me a partial refund for the cost of the disk in the set to off set the replacement cost.

",3,13-Oct-18,,p,"

  I purchased this disk set during Prime Day and haven't gotten around to watching it until last week.  When I got to disk 4 I noticed it was a little thicker than normal and my bluray player gave me an error.  Upon further inspection I realized there was a manufacturing quality defect, and the disk had 2 disks fused together.  As you can see in the picture, the disk had a second clear disk attached to it and the movie was burned to the clear disk and not the real disk.Unfortunately, because I didn't watch it within the return window, I couldn't get a replacement disk.  However, Amazon customer service still gave me a partial refund for the cost of the disk in the set to off set the replacement cost.

"
52,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  I think it’s a pirated DVD set! When I read the reviews I was nervous about buying this, now I regret it!! After looking at the dvd’s they don’t look like the dvds that come with the set they sell in stores, some of the dvds are marked with Disc 1 yet there is no other disc that goes with that movie. Disc 3 played until it got to about an hr in and then froze up, disc 4 starts with the movie title and says “disc one” on the screen but..no disc 2, nor should there be. The picture isn’t good quality on any of the dvd’s, and when the 5 or 6th disc wouldn’t play, I took them out and finger prints were on the side that the dvd reads. Very very disappointed with this

",3,14-Aug-19,,p,"

  I think it’s a pirated DVD set! When I read the reviews I was nervous about buying this, now I regret it!! After looking at the dvd’s they don’t look like the dvds that come with the set they sell in stores, some of the dvds are marked with Disc 1 yet there is no other disc that goes with that movie. Disc 3 played until it got to about an hr in and then froze up, disc 4 starts with the movie title and says “disc one” on the screen but..no disc 2, nor should there be. The picture isn’t good quality on any of the dvd’s, and when the 5 or 6th disc wouldn’t play, I took them out and finger prints were on the side that the dvd reads. Very very disappointed with this

"
53,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  The rating is for the quality of the video, not the movies themselves. It's quite disingenuous to not specifically say that the 4K box set is actually 2k up-scaled, however the quality is noticeably better than 1080p.  If you are a hardcore fan like myself, I say the purchase is worth it; if you are on a budget, I would not recommend spending more for the UHD discs over the standard blu-ray set unless it is on sale.

",6,12-Jan-19,,p,"

  The rating is for the quality of the video, not the movies themselves. It's quite disingenuous to not specifically say that the 4K box set is actually 2k up-scaled, however the quality is noticeably better than 1080p.  If you are a hardcore fan like myself, I say the purchase is worth it; if you are on a budget, I would not recommend spending more for the UHD discs over the standard blu-ray set unless it is on sale.

"
54,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,3,"

  The story of a young boy, his owl, and his friends through the journey of puberty. Just like everyone, he faces a giant snake, a big snake that can disguise itself as an old lady, dragons, large spiders, death eaters, angsty teen rivals, young love, heartbreak, getting to class on time, professors becoming werewolves, adopted parents who lock him in a closet then his bedroom, a stepbrother who really should seek counseling, godfather escaping prison, looking for a father figure in his elderly headmaster but somehow finding it in his mother's old boyfriend, the world's worst scavenger hunt, and a twice reincarnated grudge weilding no nose bad teeth disturbed little boy who grows up to hate muggles. Good movies!

",1,27-Jul-20,,n,"

  The story of a young boy, his owl, and his friends through the journey of puberty. Just like everyone, he faces a giant snake, a big snake that can disguise itself as an old lady, dragons, large spiders, death eaters, angsty teen rivals, young love, heartbreak, getting to class on time, professors becoming werewolves, adopted parents who lock him in a closet then his bedroom, a stepbrother who really should seek counseling, godfather escaping prison, looking for a father figure in his elderly headmaster but somehow finding it in his mother's old boyfriend, the world's worst scavenger hunt, and a twice reincarnated grudge weilding no nose bad teeth disturbed little boy who grows up to hate muggles. Good movies!

"
55,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  I am a major fan of the Harry Potter Movies (I grew up with them), they were on every holiday on one of our local channels, extremely cheap TV but we still got to watch all of them (or all there were at the time, not all of them were out).The movies themselves are great, they were well done, and you can see the progression of the actors, characters, and story with each one. And I would rate the collection itself, in regards to the movies, as masterful. I enjoyed every single one, and do not regret this purchase in the slightest.However, there is a caveat here, Movie 6 (Halfblood Prince) has an ad in it (rather than simply starting like the first 5 did), it has an ad for a Wizard of Oz collectors edition or something. Very random, totally not needed, would rather it NOT have that. Not sure if it is specific to this collection, the DVD itself (that they were all made this way; Bluray technically), or what was going on, but a random ad is annoying. Not a dealbreaker, but I am subtracting a point for the principle of it.I've yet to watch the final two, will update if they have this or something equally sketchy too.

",3,10-Jan-18,,p,"

  I am a major fan of the Harry Potter Movies (I grew up with them), they were on every holiday on one of our local channels, extremely cheap TV but we still got to watch all of them (or all there were at the time, not all of them were out).The movies themselves are great, they were well done, and you can see the progression of the actors, characters, and story with each one. And I would rate the collection itself, in regards to the movies, as masterful. I enjoyed every single one, and do not regret this purchase in the slightest.However, there is a caveat here, Movie 6 (Halfblood Prince) has an ad in it (rather than simply starting like the first 5 did), it has an ad for a Wizard of Oz collectors edition or something. Very random, totally not needed, would rather it NOT have that. Not sure if it is specific to this collection, the DVD itself (that they were all made this way; Bluray technically), or what was going on, but a random ad is annoying. Not a dealbreaker, but I am subtracting a point for the principle of it.I've yet to watch the final two, will update if they have this or something equally sketchy too.

"
56,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  I was expecting quality to be less than stellar after reading the reviews for this set, but was willing to give up some quality for the good price. As expected, the quality is not great, and the movies tend to blip out for a second from time to time. But that’s not the biggest issue.They sent the wrong movies.The third dvd in the set is labeled Harry Potter and the prisoner of Azkaban, but it is The Polar Express. What a disappointment to find in the middle of a Harry Potter movie binge. And the seventh is labeled Harry Potter and the deathly hallows part 1, but only plays the intro to a game on a loop. I can overlook the expected quality issues, but sending the wrong dvds is a big problem.

",1,26-Dec-19,,p,"

  I was expecting quality to be less than stellar after reading the reviews for this set, but was willing to give up some quality for the good price. As expected, the quality is not great, and the movies tend to blip out for a second from time to time. But that’s not the biggest issue.They sent the wrong movies.The third dvd in the set is labeled Harry Potter and the prisoner of Azkaban, but it is The Polar Express. What a disappointment to find in the middle of a Harry Potter movie binge. And the seventh is labeled Harry Potter and the deathly hallows part 1, but only plays the intro to a game on a loop. I can overlook the expected quality issues, but sending the wrong dvds is a big problem.

"
57,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,4,"

  So to start off, all 8 discs had Harry Potter and the various titles written on them. I soon discovered I had 2 Harry Potter’s and the Goblet of Fires. So no Sorcerer’s Stone. The Goblet of Fire DVD’s had opening DVD menus that resembled poorly animated video games. You could tell it looked like someone had tried, and miserably failed at making it look like the ‘real deal’. It appears they were poorly pirated with chunks of the movie missing. The Harry Potter and Prisoner of Azkaban DVD was actually the Polar Express movie. While I enjoy the Polar Express during the Christmas holiday, I was not particularly enthused this time around. I unfortunately can’t return this because I purchased this as a Black Friday deal of last year and not having a DVD player, did not come to the realization this was the “quality” product I received until last night. Would have given two stars if I had gotten a Monsters Inc. DVD instead of Polar Express.

",5,12-Aug-18,,p,"

  So to start off, all 8 discs had Harry Potter and the various titles written on them. I soon discovered I had 2 Harry Potter’s and the Goblet of Fires. So no Sorcerer’s Stone. The Goblet of Fire DVD’s had opening DVD menus that resembled poorly animated video games. You could tell it looked like someone had tried, and miserably failed at making it look like the ‘real deal’. It appears they were poorly pirated with chunks of the movie missing. The Harry Potter and Prisoner of Azkaban DVD was actually the Polar Express movie. While I enjoy the Polar Express during the Christmas holiday, I was not particularly enthused this time around. I unfortunately can’t return this because I purchased this as a Black Friday deal of last year and not having a DVD player, did not come to the realization this was the “quality” product I received until last night. Would have given two stars if I had gotten a Monsters Inc. DVD instead of Polar Express.

"
58,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,1,"

  So, Harry Potter is awesome. Repackaged products sold as something new, are not. Most of these blu-rays do not have a startup title menu, meaning the movie begins as soon as you insert the disc. What's odd is that Half Blood Prince does indeed have a menu. And I didn't realize why until I noticed the disc itself says ""Disc 1"". Usually you only see that in a 2-disc set. I also noticed the Deathly Hallows (parts 1 and 2) discs both say ""The Movie"" as if they too were part of an individual box set. Not the end of the world, but these discs do not contain the extra features the other discs do. A little uniformity would have been nice. It's quite clear to me that this box set is just an ensemble of older products repackaged and sold as something new.

",4,25-Nov-18,,n,"

  So, Harry Potter is awesome. Repackaged products sold as something new, are not. Most of these blu-rays do not have a startup title menu, meaning the movie begins as soon as you insert the disc. What's odd is that Half Blood Prince does indeed have a menu. And I didn't realize why until I noticed the disc itself says ""Disc 1"". Usually you only see that in a 2-disc set. I also noticed the Deathly Hallows (parts 1 and 2) discs both say ""The Movie"" as if they too were part of an individual box set. Not the end of the world, but these discs do not contain the extra features the other discs do. A little uniformity would have been nice. It's quite clear to me that this box set is just an ensemble of older products repackaged and sold as something new.

"
59,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,1,"

  I only chose 1 Star because I couldn’t choose no stars. I purchased this item when looking for the 8 movie set. I didn’t get around to watching them for quite some time but I agree with other reviewers that these seem like someone burned copies and are selling them. The discs have different non-matching art on each disc. The discs jump around so much the movies even stop playing. Beware!!!!

",4,20-Nov-19,,n,"

  I only chose 1 Star because I couldn’t choose no stars. I purchased this item when looking for the 8 movie set. I didn’t get around to watching them for quite some time but I agree with other reviewers that these seem like someone burned copies and are selling them. The discs have different non-matching art on each disc. The discs jump around so much the movies even stop playing. Beware!!!!

"
60,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Plus side, they're much better bootlegs than other folks have received.  But the covers look washed out and the disc for Deathly Hallows Part 1 has different art than the rest of the set, and the volume label on the ones I spot checked is just ""NEW"".  Looking at the discs in DVD Decrypter, they're flagged as having no region protection, and aren't encrypted with CSS at all.

",5,26-Jun-19,,p,"

  Plus side, they're much better bootlegs than other folks have received.  But the covers look washed out and the disc for Deathly Hallows Part 1 has different art than the rest of the set, and the volume label on the ones I spot checked is just ""NEW"".  Looking at the discs in DVD Decrypter, they're flagged as having no region protection, and aren't encrypted with CSS at all.

"
61,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  Fantastic price ($39.99) for the whole 8-movie DVD set. If you have read the books, don't expect these to perfectly follow, and expect to find that so much of the detail had to be left out. Each book could make a whole mini-series if they left everything in. The magic is well done, not too cheesy. The characters are mostly what you pictured from reading the books. I enjoyed watching them, just for fun, after I read the whole series. If you're wondering if you should read the books first or watch the movies first, read the books. You'll understand a lot more of the story. If you've never read the books, some of the plots might seem a little flat, and you might not totally understand the motivations of all of the characters. But they're still great to watch and it's wonderful that the same actors were able to do the whole series. (Except for a few of the less-important ones, and Dumbledore is portrayed by 2 excellent actors who are very similar in appearance and manner) You get to watch the whole cast grow from kids to young adults, and that's pretty rare in a series like this.

",0,24-Sep-20,,p,"

  Fantastic price ($39.99) for the whole 8-movie DVD set. If you have read the books, don't expect these to perfectly follow, and expect to find that so much of the detail had to be left out. Each book could make a whole mini-series if they left everything in. The magic is well done, not too cheesy. The characters are mostly what you pictured from reading the books. I enjoyed watching them, just for fun, after I read the whole series. If you're wondering if you should read the books first or watch the movies first, read the books. You'll understand a lot more of the story. If you've never read the books, some of the plots might seem a little flat, and you might not totally understand the motivations of all of the characters. But they're still great to watch and it's wonderful that the same actors were able to do the whole series. (Except for a few of the less-important ones, and Dumbledore is portrayed by 2 excellent actors who are very similar in appearance and manner) You get to watch the whole cast grow from kids to young adults, and that's pretty rare in a series like this.

"
62,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  My review is solely based on the condition of the packaging. When we received our 8 pieces set the container was broken. There must be some type of hex or curse on it as well because none of my repairing spells seem to be working.If you are looking to buy the set I give the movies and storyline 5 plus stars the element of imagination is so magical. I have enjoyed sharing my love for the wizarding world with my family.

",14,25-Jun-18,,p,"

  My review is solely based on the condition of the packaging. When we received our 8 pieces set the container was broken. There must be some type of hex or curse on it as well because none of my repairing spells seem to be working.If you are looking to buy the set I give the movies and storyline 5 plus stars the element of imagination is so magical. I have enjoyed sharing my love for the wizarding world with my family.

"
63,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,4,"

  These movies looked legit but video quality looked blurry and would often skip. 3rd DVD in series was polar Express not the third Harry Potter! How does that even happen?! It says the title on the dvd.  My only thought is these are some awful bootlegged copies. I wish my husband wouldent have thrown the case/box it came in away cause I'd return them I'm a heart beat. I should have known the price was too good to be true. Save your money these are FAKE BOOTLEG COPIES

",3,17-Jan-19,,p,"

  These movies looked legit but video quality looked blurry and would often skip. 3rd DVD in series was polar Express not the third Harry Potter! How does that even happen?! It says the title on the dvd.  My only thought is these are some awful bootlegged copies. I wish my husband wouldent have thrown the case/box it came in away cause I'd return them I'm a heart beat. I should have known the price was too good to be true. Save your money these are FAKE BOOTLEG COPIES

"
64,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,1,"

  This set I bought had 8 disks, had the castle cover art and looks like a typical movie set upon first glance. The materials used to combine this set is cheap feeling and very flimsy. When arrived and opened for inspection, I had movies loose inside and some of the tabs used to hold the BluRay disks were already broken.Looking at the disks, I see something very odd about this set. It looks like this set was put together by cannibalizing individual movies (that were part of multi-disk set themselves) There is no consistency between the disk arts (which other sets take some additional effort to actually make it look like a ""set""). Going back to my cannibal comment, I would like to comment further on this by saying that Half-blood Prince has HUGE Disk 1 text alongside the obnoxious Blu-ray Disk blue ball graphic taking about 1/6 of the disk. Deathly Hallows 1 and 2 both have ""The Movie"" subtext on it further solidifying that these disks were indeed part of other sets that were plucked out and put into this substandard set.If you want to have a set of the movies, this product delivers.If you want to have a set of the movies that looks like a CHEAP SET, this product delivers.

",0,22-Jan-20,,n,"

  This set I bought had 8 disks, had the castle cover art and looks like a typical movie set upon first glance. The materials used to combine this set is cheap feeling and very flimsy. When arrived and opened for inspection, I had movies loose inside and some of the tabs used to hold the BluRay disks were already broken.Looking at the disks, I see something very odd about this set. It looks like this set was put together by cannibalizing individual movies (that were part of multi-disk set themselves) There is no consistency between the disk arts (which other sets take some additional effort to actually make it look like a ""set""). Going back to my cannibal comment, I would like to comment further on this by saying that Half-blood Prince has HUGE Disk 1 text alongside the obnoxious Blu-ray Disk blue ball graphic taking about 1/6 of the disk. Deathly Hallows 1 and 2 both have ""The Movie"" subtext on it further solidifying that these disks were indeed part of other sets that were plucked out and put into this substandard set.If you want to have a set of the movies, this product delivers.If you want to have a set of the movies that looks like a CHEAP SET, this product delivers.

"
65,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  I am thinking this was just a bad burn copy or something. My kids watched them all for about 4 months (just once or twice each) and then they just stopped working. There are no scratches on the cds or anything. Our blu ray player is playing all our other cds just fine but these just say no cd recognized. And it is not just one of them. We had trouble and had to put them in several times to get them to work in the first place, then they just stopped. Wish I could get an exchange, but it's out of my time frame. I would give a better review if I could just get them replaced. My kids are super sad.

",2,4-Apr-20,,p,"

  I am thinking this was just a bad burn copy or something. My kids watched them all for about 4 months (just once or twice each) and then they just stopped working. There are no scratches on the cds or anything. Our blu ray player is playing all our other cds just fine but these just say no cd recognized. And it is not just one of them. We had trouble and had to put them in several times to get them to work in the first place, then they just stopped. Wish I could get an exchange, but it's out of my time frame. I would give a better review if I could just get them replaced. My kids are super sad.

"
66,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  I started with disc three, Prisoner of Azkaban.  At about 1:15, I got the message that it was skipping past an error of some sort, and it jumped aways and then continued.  I haven't watched any of the others yet, but this doesn't give me a lot of confidence in the quality of these dvds.  My rating will continue to go down if there are any other problems.Update:  I increased the review to five stars because while the company wasn't able to replace just the one dvd, they gave me a full (and unexpected) refund.Update #2:  Now I have reduced it back to three stars, because the second dvd I tried to play wouldn't stay in my computer until I shoved it back in five or six times and then forced it to stay there.  Still haven't played the others, so who knows what surprises are in store.  Good thing they gave me my money back.  I wouldn't recommend buying them.Update #3.  Dropped to two stars.  Trying to watch The Deathly Hallows, Pt. 1.  It froze at 15 minutes.  Got it going again, but I wouldn't recommend buying them...again.  Really poor quality.

",0,2-Oct-19,,p,"

  I started with disc three, Prisoner of Azkaban.  At about 1:15, I got the message that it was skipping past an error of some sort, and it jumped aways and then continued.  I haven't watched any of the others yet, but this doesn't give me a lot of confidence in the quality of these dvds.  My rating will continue to go down if there are any other problems.Update:  I increased the review to five stars because while the company wasn't able to replace just the one dvd, they gave me a full (and unexpected) refund.Update #2:  Now I have reduced it back to three stars, because the second dvd I tried to play wouldn't stay in my computer until I shoved it back in five or six times and then forced it to stay there.  Still haven't played the others, so who knows what surprises are in store.  Good thing they gave me my money back.  I wouldn't recommend buying them.Update #3.  Dropped to two stars.  Trying to watch The Deathly Hallows, Pt. 1.  It froze at 15 minutes.  Got it going again, but I wouldn't recommend buying them...again.  Really poor quality.

"
67,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,3,"

  I got the collection version.Got it at low price in Thanksgiving! Receive it today!The package looks great. It is like a book collection with each disc organized according to the year/title.The collection has extended version for year 1 and 2 only, but special features for all years (documentation, behind the scene, etc)The greatest thing is, I can till redeem my code for digital copy!Yes, even though it says the code is valid till 3/4/16, I can still redeem it today! In fact, on the plastic wrap of the package, there is a tab saying that you can redeem the digital copy till 12/31/2019.For digital copy, I believe that as long as you buy the collection, you will always be able to get a digital copy :)The digital copy has movies only, no special features. It has extended version for year 1.

",6,30-Nov-16,,n,"

  I got the collection version.Got it at low price in Thanksgiving! Receive it today!The package looks great. It is like a book collection with each disc organized according to the year/title.The collection has extended version for year 1 and 2 only, but special features for all years (documentation, behind the scene, etc)The greatest thing is, I can till redeem my code for digital copy!Yes, even though it says the code is valid till 3/4/16, I can still redeem it today! In fact, on the plastic wrap of the package, there is a tab saying that you can redeem the digital copy till 12/31/2019.For digital copy, I believe that as long as you buy the collection, you will always be able to get a digital copy :)The digital copy has movies only, no special features. It has extended version for year 1.

"
68,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,1,"

  I was a bit concerned due to all the comments i had seen on a few different companies websites even here on amazon about people receiving bootleg and mix and matched dvd sets. But this set was complete, all disks were made professionally and no scratches or a hint of foul play. Good set for a gift

",3,9-Jul-19,,n,"

  I was a bit concerned due to all the comments i had seen on a few different companies websites even here on amazon about people receiving bootleg and mix and matched dvd sets. But this set was complete, all disks were made professionally and no scratches or a hint of foul play. Good set for a gift

"
69,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,2,"

  The first 4 films do not have main menus. Special features are available for these first 4 films but only after the movie is finished playing. You can skip scenes to get to the end though. Very weird. I'm not sure I can explain why they're like that. My best guess is that these were ripped from Region 2 originals and the main menu no longer exists. Order of the Phoenix is the most legitimate of all the discs as it has a proper menu and seems that it really was supposed to be just one disc. I say ""supposed to be just one disc"" because Half Blood Prince says ""disc 1"" right on it (with disc 2 being left behind in whatever set this disc 1 was harvested from). Deathly Hallows Part 1&2 both say ""The Movie"" on them. That implies that wherever these two discs came from either had other discs that said ""bonus features"" or even ""the soundtrack"" on them. This set is without a doubt a Frankenstein. What it all means and where it came from is anyone's guess. I am happy to be able to have all the movies on Blu-ray, but you've got to know what you're getting into with this set.

",0,17-Feb-20,,n,"

  The first 4 films do not have main menus. Special features are available for these first 4 films but only after the movie is finished playing. You can skip scenes to get to the end though. Very weird. I'm not sure I can explain why they're like that. My best guess is that these were ripped from Region 2 originals and the main menu no longer exists. Order of the Phoenix is the most legitimate of all the discs as it has a proper menu and seems that it really was supposed to be just one disc. I say ""supposed to be just one disc"" because Half Blood Prince says ""disc 1"" right on it (with disc 2 being left behind in whatever set this disc 1 was harvested from). Deathly Hallows Part 1&2 both say ""The Movie"" on them. That implies that wherever these two discs came from either had other discs that said ""bonus features"" or even ""the soundtrack"" on them. This set is without a doubt a Frankenstein. What it all means and where it came from is anyone's guess. I am happy to be able to have all the movies on Blu-ray, but you've got to know what you're getting into with this set.

"
70,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,1,"

  Tried to watch final installment of deathly hallows pt 2. The entire disc was read as a damaged area on my computer. Will check the other dvd's but off to a bad start.

",6,30-Nov-18,,n,"

  Tried to watch final installment of deathly hallows pt 2. The entire disc was read as a damaged area on my computer. Will check the other dvd's but off to a bad start.

"
71,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,3,"

  The 4K discs,that came with this collection, runs at 30 Mega Bits per second to 100 Mega Bits per second. It is like watching these movies with a new prescription for your glasses. These 4K images are much clearer than the Blu-Ray versions of these wonderful films. The sound quality (Dolby Atmos) is much improved an plays at 8.1 through my media set-up. I recommend this product.

",4,26-Nov-18,,n,"

  The 4K discs,that came with this collection, runs at 30 Mega Bits per second to 100 Mega Bits per second. It is like watching these movies with a new prescription for your glasses. These 4K images are much clearer than the Blu-Ray versions of these wonderful films. The sound quality (Dolby Atmos) is much improved an plays at 8.1 through my media set-up. I recommend this product.

"
72,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,5,"

  For the price of the entire collection saves me about more than $100 if I were to see the entire 8 movies in the theatre in today's prices.  I only saw the 1st movie in the theatres when it came out.  The rest, I have not seen.  After my trip to Universal Orlando to the Harry Potter world there, I had to buy this collection to refresh the storylines.  So on my next return visit to Universal Orlando, I should be able to compare the theme park to the movies.  (maybe I should read the books as well eh!)In regards to the DVD format, it's only in ""theatrical"" view.  I have a full room surround sound style speakers.  Depending on our settings, I only have my sounds through the front and woofer's only.  Not the rear speakers for background noise effects.

",1,15-Jan-19,,p,"

  For the price of the entire collection saves me about more than $100 if I were to see the entire 8 movies in the theatre in today's prices.  I only saw the 1st movie in the theatres when it came out.  The rest, I have not seen.  After my trip to Universal Orlando to the Harry Potter world there, I had to buy this collection to refresh the storylines.  So on my next return visit to Universal Orlando, I should be able to compare the theme park to the movies.  (maybe I should read the books as well eh!)In regards to the DVD format, it's only in ""theatrical"" view.  I have a full room surround sound style speakers.  Depending on our settings, I only have my sounds through the front and woofer's only.  Not the rear speakers for background noise effects.

"
73,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,4,"

  Just bought 2 sets, 1 for us, 1 for a gift. Both sets arrived yesterday. We were so excited that we watched 1st movie immediately - GREAT! Scenes we've NEVER seen before too! Super Happy!Then we watched the 2nd movie - 4 times the DISC SKIPPED! We took it out and low & behold there are some scratches on our literally BRAND NEW disc!I know we can likely get our set replaced; however, I'm worried now about giving the other set as a gift. They won't be opening it until Christmas. What if there's also an issue with their set? What then?

",5,27-Nov-17,,p,"

  Just bought 2 sets, 1 for us, 1 for a gift. Both sets arrived yesterday. We were so excited that we watched 1st movie immediately - GREAT! Scenes we've NEVER seen before too! Super Happy!Then we watched the 2nd movie - 4 times the DISC SKIPPED! We took it out and low & behold there are some scratches on our literally BRAND NEW disc!I know we can likely get our set replaced; however, I'm worried now about giving the other set as a gift. They won't be opening it until Christmas. What if there's also an issue with their set? What then?

"
74,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,1,"

  If you're a Harry Potter fan and have a good 4K TV, this is for you. The environment of Hogwarts alone, with its dimly lit corridors and at times heavy motion and effects during many of the movies' scenes, could easily become a washed-out mess of poor definition. Not here. Everything's rendered (thanks in part to the HDR) in rich color (even into subtle shades of velvety black/charcoal), and the definition is, well, high. Duh. ;-) Far outperforms earlier Blu-Ray transfers I've seen and owned.

",2,2-Mar-19,,n,"

  If you're a Harry Potter fan and have a good 4K TV, this is for you. The environment of Hogwarts alone, with its dimly lit corridors and at times heavy motion and effects during many of the movies' scenes, could easily become a washed-out mess of poor definition. Not here. Everything's rendered (thanks in part to the HDR) in rich color (even into subtle shades of velvety black/charcoal), and the definition is, well, high. Duh. ;-) Far outperforms earlier Blu-Ray transfers I've seen and owned.

"
75,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,1,"

  This is 8 DVDs in a case. That's about the only thing that qualifies them as a ""set"".In my ""set"" I have 3 different styles of design, as the discs clearly came from 3 different editions.This is especially noticeable since one of the discs is marked ""Disc 1 movie"", sonic clearly started life as part of a two disc set.Also worth noting, the aspect ratio is different depending on which of the 3 styles of discs its playing.Sos the sound balance. On some(unfortunately most) of the discs I have to get the volume near 80 to even begin to hear anything. But on other discs, 40 is too loud.And of course because we have 3 different styles of disc, forget about any kind of consistency with special features. Some discs have them. Some dont. Some have parts of what was intended to be a feature across all movies, some dont ect ect ect.I give 2 stars because to be fair, this is a box with all 8 movies in it, and they do play the films. And it costs less than buying the movies separately. So if that's all your interested in, buy. If you want anything else, or a modicum of consistency, look elsewhere m

",0,26-Dec-19,,n,"

  This is 8 DVDs in a case. That's about the only thing that qualifies them as a ""set"".In my ""set"" I have 3 different styles of design, as the discs clearly came from 3 different editions.This is especially noticeable since one of the discs is marked ""Disc 1 movie"", sonic clearly started life as part of a two disc set.Also worth noting, the aspect ratio is different depending on which of the 3 styles of discs its playing.Sos the sound balance. On some(unfortunately most) of the discs I have to get the volume near 80 to even begin to hear anything. But on other discs, 40 is too loud.And of course because we have 3 different styles of disc, forget about any kind of consistency with special features. Some discs have them. Some dont. Some have parts of what was intended to be a feature across all movies, some dont ect ect ect.I give 2 stars because to be fair, this is a box with all 8 movies in it, and they do play the films. And it costs less than buying the movies separately. So if that's all your interested in, buy. If you want anything else, or a modicum of consistency, look elsewhere m

"
76,B005OCFGTO,Harry Potter: The Complete 8-Film Collection,3,"

  UPDATE 1/20/18: Upgrading to 5 stars. Even though the Ultraviolet code has an expiration date of 3/4/16, after selecting a few different versions of Harry Potter Complete Collection on VUDU the code worked! Still not sure why the sticker on the packing has an expiration date of 12/31/18 and the box and redemption card have a date of 3/4/16, but the code works so all is good.ORIGINAL REVIEW: This Harry Potter set looks like it has it all! The packaging is beautiful and it comes with tons of additional content for the avid Potter fan. However, my first order of this item came damaged and both of the items I received came with expired Ultraviolet codes which makes a third of what this set offers useless.

",5,20-Jan-18,,n,"

  UPDATE 1/20/18: Upgrading to 5 stars. Even though the Ultraviolet code has an expiration date of 3/4/16, after selecting a few different versions of Harry Potter Complete Collection on VUDU the code worked! Still not sure why the sticker on the packing has an expiration date of 12/31/18 and the box and redemption card have a date of 3/4/16, but the code works so all is good.ORIGINAL REVIEW: This Harry Potter set looks like it has it all! The packaging is beautiful and it comes with tons of additional content for the avid Potter fan. However, my first order of this item came damaged and both of the items I received came with expired Ultraviolet codes which makes a third of what this set offers useless.

"
